Date: 4 OCTOBER 2022
Nathen,Granli,97894232431,2.00,19,1,APRIL,1980,0,6,3,1,2,1
Jason,Bolstad,01021914015,1.91,19,24,DECEMBER,1980,0,8,8,9,6,3
Gunnar,Hovda,22918698795,2.09,19,8,APRIL,1980,0,4,5,6,8,2
Herbert,Holtan,44454882944,2.03,19,3,AUGUST,1980,0,9,9,1,7,6
Brett,Heitmann,01571699400,1.92,19,13,FEBRUARY,1980,0,4,6,4,7,1
Jonas,Nguyen,29105665025,2.21,19,16,OCTOBER,1980,0,6,2,2,8,4
Lawson,Haukeland,56264528347,1.69,19,16,APRIL,1980,0,9,1,9,5,7
Phoenix,Birkeland,39891292994,2.25,19,5,DECEMBER,1980,0,5,3,7,5,6
Bruce,Karlstad,81103943246,1.86,19,17,OCTOBER,1980,0,9,7,9,9,8
Dashawn,Halvorsen,23294639684,2.05,19,10,JULY,1980,0,2,9,4,5,6
Aron,Standal,64354507890,2.18,19,17,OCTOBER,1980,0,4,4,2,4,3
Stefan,Nyberg,28301029583,2.26,19,13,MARCH,1980,0,4,2,9,3,8
Gael,Liland,15869109847,2.34,19,21,MAY,1980,0,8,9,6,7,8
Dwight,Røe,88951404440,1.96,19,30,APRIL,1980,0,2,2,3,3,5
Adan,Karlstad,05472853626,2.22,19,7,OCTOBER,1980,0,3,8,6,3,8
Jadyn,Askeland,91609174049,1.78,19,21,MARCH,1980,0,8,5,9,1,8
Antony,Lundby,95110749026,1.65,19,9,NOVEMBER,1980,0,1,3,8,6,7
Ronan,Storvik,75273124312,2.10,19,4,JULY,1980,0,3,5,2,6,8
Raul,Ingebrigtsen,03809053634,2.29,19,29,OCTOBER,1980,0,3,2,6,6,9
Jack,Paulsen,36525533146,1.74,19,29,SEPTEMBER,1980,0,6,9,9,7,5
Christian,Øen,33441960489,1.94,19,6,JULY,1980,0,1,5,2,4,1
Brad,Gudbrandsen,66318136411,2.11,19,27,JULY,1980,0,5,1,7,3,7
Savion,Lindseth,17865796193,1.99,19,9,JULY,1980,0,8,6,9,7,9
Israel,Magnussen,60534579120,2.07,19,24,SEPTEMBER,1980,0,1,6,3,6,9
Yadiel,Aasland,53014826138,2.28,19,5,FEBRUARY,1980,0,6,7,2,9,8
Marvin,Viken,64028424104,1.82,19,23,NOVEMBER,1980,0,7,5,6,2,2
Jakob,Ree,09838811648,2.38,19,27,AUGUST,1980,0,9,5,9,2,4
Carlo,Sand,57885782078,2.35,19,10,DECEMBER,1980,0,9,3,3,6,5
Jose,Fossum,84203507453,1.63,19,6,JANUARY,1980,0,7,9,3,1,3
Jevon,Eng,08242734487,2.28,19,20,JULY,1980,0,4,4,9,5,3
Brennen,Ringstad,65286054620,2.01,19,24,MARCH,1980,0,9,8,5,1,8
Bruce,Bolstad,15288704225,2.06,19,15,OCTOBER,1980,0,2,5,1,2,5
Amarion,Iqbal,12057745667,1.90,19,19,OCTOBER,1980,0,3,4,8,9,4
Moses,Alvestad,53797773395,2.10,19,31,JANUARY,1980,0,3,2,1,1,8
Daniel,Vo,41336969919,1.65,20,21,AUGUST,1979,0,7,3,8,4,6
Alonzo,Øverli,44884327805,2.15,20,26,MARCH,1979,0,5,6,7,6,5
Glen,Bentzen,14240495898,1.93,20,20,OCTOBER,1979,0,3,7,1,3,4
Jorden,Wold,26907172409,1.94,20,28,FEBRUARY,1979,0,2,1,5,6,6
Chance,Furulund,36063170262,2.40,20,16,FEBRUARY,1979,0,8,1,2,6,7
Patrick,Dahle,26124497432,2.27,20,24,MAY,1979,0,9,5,9,3,2
Quinten,Eikrem,79778717714,1.65,20,23,MARCH,1979,0,7,6,8,3,6
Shamar,Berge,08951501326,1.80,20,4,JULY,1979,0,2,9,3,5,1
Ivan,Fjellstad,81730834976,1.60,20,20,OCTOBER,1979,0,9,8,1,5,2
Andrew,Sjursen,26479269193,2.25,20,13,MAY,1979,0,9,3,7,7,9
Vance,Aarnes,43116767347,2.21,20,21,JUNE,1979,0,3,6,5,6,8
Santino,Salomonsen,09299735304,1.69,20,23,AUGUST,1979,0,5,1,3,3,5
Wade,Brenne,94015343327,1.92,20,12,FEBRUARY,1979,0,9,9,5,6,9
Moses,Eik,30167997366,1.61,20,3,JANUARY,1979,0,4,6,3,8,8
Kobe,Solem,74871244445,2.18,20,21,JANUARY,1979,0,4,7,5,8,2
Jesse,Kaur,27662136817,1.74,20,28,AUGUST,1979,0,9,7,1,9,2
Freddy,Kvalsvik,35206096910,1.62,20,22,FEBRUARY,1979,0,3,7,9,7,2
Desmond,Kittilsen,56239445029,1.77,20,19,JANUARY,1979,0,7,8,1,2,6
Xander,Fossum,80663131082,1.96,20,12,SEPTEMBER,1979,0,4,4,5,9,4
Mitchel,Ottesen,63323138493,1.72,20,10,APRIL,1979,0,6,5,9,3,2
Walter,Mæhlum,37402500724,1.62,20,22,MARCH,1979,0,8,2,6,8,5
Alexander,Thorkildsen,22448620328,1.87,20,26,DECEMBER,1979,0,2,8,4,2,6
Shamar,Nystad,21263139906,1.73,20,19,JUNE,1979,0,7,4,2,5,9
Salvatore,Nyland,93428696583,1.87,20,9,MARCH,1979,0,6,4,3,1,2
Craig,Aga,15116662711,2.22,20,8,NOVEMBER,1979,0,4,3,8,4,9
Orlando,Berntzen,49244723424,2.12,20,13,MAY,1979,0,1,1,2,4,7
Justin,Aakre,71730540108,2.17,20,25,MAY,1979,0,1,3,5,4,7
Deven,Huse,75950604595,2.34,20,19,MARCH,1979,0,3,9,2,3,4
Jarvis,Alvestad,50110615322,2.26,20,20,MAY,1979,0,3,3,2,1,8
Dwayne,Bruun,40635224417,2.30,20,22,JULY,1979,0,1,2,8,4,6
Evan,Kristensen,31719675943,1.60,20,8,OCTOBER,1979,0,8,8,7,5,3
Felix,Haugerud,47227584809,1.95,20,18,NOVEMBER,1979,0,7,8,3,4,2
Anderson,Folkestad,91979965827,2.11,20,26,MAY,1979,0,3,5,7,5,4
Elliot,Brenna,52150493860,2.32,20,30,OCTOBER,1979,0,3,3,4,5,9
Kaiden,Rabben,26290393180,1.76,20,21,JULY,1979,0,4,8,4,3,2
Malcolm,Krogh,72787528007,2.04,20,6,JUNE,1979,0,4,3,1,6,7
Brice,Waage,38527609997,1.70,20,30,SEPTEMBER,1979,0,9,1,3,5,9
Izaiah,Krogstad,87566673987,1.88,20,8,APRIL,1979,0,4,3,4,8,4
Ari,Petterson,51606365498,1.62,20,5,JUNE,1979,0,4,1,6,2,8
Nathanael,Wiig,85332162141,2.33,20,7,APRIL,1979,0,3,7,1,9,7
Emanuel,Høvik,68310157525,2.35,20,24,SEPTEMBER,1979,0,5,3,2,4,3
Parker,Madsen,38435078316,2.20,20,20,JANUARY,1979,0,9,4,4,7,9
Fabian,Fosse,85170312284,2.14,20,13,NOVEMBER,1979,0,9,7,4,6,3
Malcolm,Vold,67082692130,1.61,20,20,NOVEMBER,1979,0,3,1,4,8,7
Peter,Horn,41427437366,2.36,20,14,DECEMBER,1979,0,8,8,9,6,1
Jasper,Sveum,67101394530,1.86,20,19,MARCH,1979,0,8,9,2,3,2
Eduardo,Skar,79908493426,2.04,20,22,MAY,1979,0,4,9,3,8,3
Cameron,Austad,33321686335,1.79,20,9,JANUARY,1979,0,2,7,8,3,3
Rigoberto,Nyberg,20477836373,1.96,20,21,AUGUST,1979,0,1,7,6,5,9
Cristian,Bogen,45573268493,1.77,20,23,JULY,1979,0,6,1,5,7,1
Jermaine,Stenseth,82690981039,1.75,20,7,APRIL,1979,0,1,2,4,8,9
Mikel,Fjellstad,65079090953,1.71,20,24,NOVEMBER,1979,0,2,4,9,2,4
Jovany,Finstad,71681596250,1.81,20,30,SEPTEMBER,1979,0,1,2,3,6,2
Hunter,Skogli,25685312962,2.21,20,30,SEPTEMBER,1979,0,7,5,2,6,3
Reagan,Dammen,21005273184,2.19,20,10,DECEMBER,1979,0,3,8,7,3,1
Ari,Wahl,83582254448,2.01,21,24,FEBRUARY,1978,0,5,3,7,1,1
Dillon,Hauger,06103876854,2.37,21,14,NOVEMBER,1978,0,8,2,6,8,7
Danny,Antonsen,32384016412,2.38,21,28,MARCH,1978,0,5,7,7,9,4
Brock,Lindgren,46461147767,1.88,21,20,JUNE,1978,0,4,3,5,4,9
Tony,Nyland,76700605245,2.31,21,3,AUGUST,1978,0,3,7,3,6,2
Ethan,Øye,00677010308,1.99,21,11,DECEMBER,1978,0,1,4,6,6,5
Stefan,Oppedal,60674776051,2.36,21,7,JUNE,1978,0,1,4,7,6,1
Mitchell,Morken,84427578869,1.90,21,11,JANUARY,1978,0,6,1,6,6,8
Carter,Nesse,65462843393,2.15,21,22,FEBRUARY,1978,0,8,6,8,9,8
Todd,Aarseth,42903301496,1.69,21,3,NOVEMBER,1978,0,1,9,2,6,7
Joshua,Trondsen,34488175151,2.04,21,12,FEBRUARY,1978,0,7,4,7,9,2
Armando,Winther,61521839118,2.22,21,12,APRIL,1978,0,7,3,8,5,9
Dante,Engen,68208254862,1.75,21,25,JULY,1978,0,3,1,5,1,7
Trenton,Østby,86174091483,1.87,21,9,APRIL,1978,0,7,5,6,6,2
Travis,Ravndal,93588820274,1.89,21,15,FEBRUARY,1978,0,6,8,6,1,1
Timothy,Våge,05419750715,2.06,21,7,JULY,1978,0,9,4,8,9,5
Quinn,Aas,47488184684,1.65,21,7,MARCH,1978,0,9,8,6,3,4
Kent,Normann,08681123889,2.02,21,10,DECEMBER,1978,0,5,5,3,8,2
Kelvin,Storli,84963691582,1.75,21,29,JANUARY,1978,0,6,9,8,1,1
Jack,Gudmundsen,13972254857,2.30,21,16,JUNE,1978,0,6,2,1,2,5
Roy,Voll,92323900953,1.83,21,19,JULY,1978,0,1,3,4,5,8
Kameron,Skaar,32105771604,1.73,21,7,MARCH,1978,0,6,8,9,6,9
Marvin,Forsberg,18504582485,1.81,21,29,JUNE,1978,0,3,1,9,8,2
Clark,Linnerud,02897612053,1.88,21,27,SEPTEMBER,1978,0,1,5,1,2,7
Kelton,Brekke,36042951817,2.36,21,27,DECEMBER,1978,0,3,9,4,3,6
Caleb,Smestad,42391488899,2.37,21,1,DECEMBER,1978,0,8,6,8,4,1
Dwayne,Jenssen,57968373948,1.96,21,9,JULY,1978,0,5,1,6,8,5
Sheldon,Aronsen,02644388979,1.80,21,21,APRIL,1978,0,2,5,9,8,3
Mekhi,Solheim,86272216697,2.16,21,18,MARCH,1978,0,9,9,7,8,8
Rodrigo,Nordal,59596512966,2.10,21,3,MAY,1978,0,9,2,7,1,6
Sergio,Aasland,53911754362,1.77,21,16,OCTOBER,1978,0,7,2,9,1,6
Angel,Granli,28462385349,2.34,21,10,JANUARY,1978,0,2,3,7,2,6
Logan,Kleppe,07426290930,1.94,21,17,OCTOBER,1978,0,6,9,3,4,7
Jaren,Berget,75237356352,2.03,21,16,NOVEMBER,1978,0,3,4,3,9,7
Landon,Hovde,65278892151,1.77,21,4,SEPTEMBER,1978,0,5,1,5,5,1
Marshall,Sollie,69424563659,1.91,21,9,APRIL,1978,0,7,1,1,4,6
Robert,Ulriksen,57724844808,1.90,22,21,OCTOBER,1977,0,4,2,4,5,3
Blake,Hillestad,36549615495,2.09,22,13,NOVEMBER,1977,0,8,3,7,2,4
Darrius,Øien,51786650046,1.62,22,4,APRIL,1977,0,5,1,4,7,2
Dwayne,Carlsen,40233374373,2.22,22,2,AUGUST,1977,0,3,7,4,6,2
Donald,Lorentzen,47726558438,2.34,22,16,FEBRUARY,1977,0,7,6,6,8,6
Jace,Granlund,57677637684,2.23,22,15,SEPTEMBER,1977,0,3,1,1,8,5
Aden,Endresen,00779338781,2.22,22,17,DECEMBER,1977,0,5,4,6,1,9
Kaden,Mathisen,34991347652,1.82,22,31,OCTOBER,1977,0,1,3,4,2,6
Santino,Arnesen,05053440877,2.04,22,5,OCTOBER,1977,0,7,3,4,5,5
Triston,Pettersen,08516846418,1.99,22,3,MARCH,1977,0,4,1,4,5,1
Dominic,Bogen,52920256218,2.00,22,11,SEPTEMBER,1977,0,2,5,8,3,5
Cordell,Melby,25356675295,1.77,22,18,MARCH,1977,0,3,9,8,6,3
Marc,Normann,84170448496,2.28,22,21,AUGUST,1977,0,8,3,5,3,3
Tristan,Nyhus,02808643422,1.87,22,19,JULY,1977,0,2,1,1,9,4
Marquis,Skog,99465460583,1.66,22,24,DECEMBER,1977,0,1,9,7,6,5
Roy,Aronsen,91211301845,2.08,22,21,NOVEMBER,1977,0,5,9,4,5,3
Khalil,Øvergård,42842537278,2.10,22,18,MAY,1977,0,4,7,6,4,4
Alfred,Jahr,62864302775,2.38,22,19,DECEMBER,1977,0,1,3,3,3,8
Jarvis,Lindgren,50585950642,2.04,22,3,MAY,1977,0,5,1,2,1,6
Pablo,Kroken,25940809090,1.67,22,30,JUNE,1977,0,3,6,3,6,6
Darian,Strømmen,16418334032,1.69,22,22,FEBRUARY,1977,0,6,9,3,2,5
Carter,Brenna,27249592910,1.86,22,12,JUNE,1977,0,6,8,9,2,2
Bruce,Norum,10556597017,1.68,22,22,JULY,1977,0,6,1,6,5,1
John,Engelsen,47981212801,1.82,22,18,FEBRUARY,1977,0,3,7,4,7,3
Martin,Mjelde,30688949597,1.65,22,30,OCTOBER,1977,0,3,7,4,6,5
Jaden,Jakobsen,12458638761,2.18,22,30,DECEMBER,1977,0,9,7,2,9,5
Roland,Totland,23925243222,2.13,22,26,DECEMBER,1977,0,7,4,2,5,5
Jahiem,Lauritsen,91823532955,2.36,22,19,FEBRUARY,1977,0,7,2,6,8,9
Roderick,Strand,20585345660,2.14,22,23,JULY,1977,0,2,5,2,1,8
Greyson,Ibrahim,04867903968,1.73,22,22,NOVEMBER,1977,0,6,3,1,4,4
Jahiem,Oppedal,38124257575,2.16,22,15,JUNE,1977,0,6,9,1,4,4
Elijah,Arnesen,44150122797,1.82,22,28,SEPTEMBER,1977,0,9,5,4,3,4
Garett,Malik,13382970711,1.63,22,22,FEBRUARY,1977,0,5,4,3,7,4
Kaleb,Tveter,40777671156,2.06,22,19,MAY,1977,0,7,5,3,5,2
Thomas,Eriksen,26120134858,2.31,22,28,MAY,1977,0,9,4,5,6,3
Dominick,Rønneberg,89090991820,1.83,22,24,MARCH,1977,0,7,8,9,1,7
Dale,Nordahl,01663499100,2.00,22,16,MARCH,1977,0,3,5,9,4,5
Jairo,Hernes,12625901576,1.75,22,18,MARCH,1977,0,1,8,6,9,5
Jaylen,Olafsen,68074515488,1.99,22,23,MAY,1977,0,1,7,5,8,2
Max,Abelsen,23139198834,2.33,22,29,DECEMBER,1977,0,5,8,7,5,6
Jerome,Fauske,34302784743,2.21,22,4,SEPTEMBER,1977,0,8,7,9,5,3
Shayne,Furulund,27222318736,1.71,22,24,APRIL,1977,0,4,7,5,9,7
Johnathan,Fossheim,38864797914,1.91,22,7,FEBRUARY,1977,0,5,5,2,1,4
Ray,Nygaard,72510110284,1.80,22,9,MAY,1977,0,4,7,7,6,1
Edgar,Skar,20112581147,1.97,22,14,MARCH,1977,0,9,2,4,8,1
Cade,Midtbø,49644658775,1.91,22,28,JULY,1977,0,5,2,3,7,3
Gianni,Røed,26952318336,2.38,22,19,NOVEMBER,1977,0,9,8,6,1,9
Kendall,Fauske,32242583761,2.05,22,20,JUNE,1977,0,6,1,1,2,2
Peter,Syversen,55057097149,2.20,22,15,OCTOBER,1977,0,3,7,6,4,5
Guy,Svendsen,89814960334,1.65,22,17,JULY,1977,0,3,9,6,4,9
Bryan,Kvalsvik,11628411096,2.13,22,15,NOVEMBER,1977,0,1,8,4,6,3
Mekhi,Carlsen,83979639653,2.28,22,28,DECEMBER,1977,0,8,7,5,7,5
Markus,Fredriksen,85389603438,1.78,22,24,AUGUST,1977,0,8,4,1,5,3
James,Helmersen,74328632764,1.87,22,12,SEPTEMBER,1977,0,6,7,7,1,7
Harley,Michelsen,03211417635,1.74,22,27,MAY,1977,0,6,9,3,3,1
Cullen,Holden,32299707769,1.73,22,18,NOVEMBER,1977,0,8,1,3,8,1
Stephan,Nilssen,60098198272,2.09,23,17,APRIL,1976,0,2,4,9,9,4
Lamont,Nerland,42039896486,2.29,23,8,OCTOBER,1976,0,4,3,2,5,3
Freddie,Brevik,58159522659,2.22,23,30,JANUARY,1976,0,4,3,6,1,9
Jaylon,Melbye,91602298195,2.23,23,21,AUGUST,1976,0,1,2,3,8,6
Randall,Iqbal,03669760142,2.18,23,10,OCTOBER,1976,0,2,5,4,6,1
Nehemiah,Paulsen,77748224447,2.28,23,19,JUNE,1976,0,9,3,7,4,7
Kaiden,Heggem,46733688642,1.64,23,16,JULY,1976,0,2,5,6,9,1
Ryan,Jonassen,08417394195,1.81,23,17,MAY,1976,0,5,6,1,5,3
Riley,Vatne,64211568439,1.67,23,3,MAY,1976,0,5,5,2,5,1
Domenic,Rønningen,65332812085,2.30,23,21,AUGUST,1976,0,7,7,1,2,9
Darin,Lange,03469142933,2.34,23,10,NOVEMBER,1976,0,1,5,3,6,4
Donte,Evjen,85127611749,2.12,23,5,DECEMBER,1976,0,7,7,7,6,1
Prince,Buer,51815338521,1.99,23,14,JUNE,1976,0,7,5,8,6,9
Andre,Hoel,22474778239,2.26,23,22,JULY,1976,0,5,4,6,2,1
Clay,Strøm,02043320885,1.90,23,18,MAY,1976,0,6,8,7,2,2
Jeff,Kvalvik,50941641980,2.30,23,9,JANUARY,1976,0,6,7,6,4,1
Latrell,Øygarden,02805968657,1.67,23,26,JANUARY,1976,0,1,2,8,1,8
Miguel,Strand,76346480665,1.95,23,10,MAY,1976,0,8,4,5,7,4
Addison,Rudi,43388883516,2.14,23,5,JULY,1976,0,5,2,3,5,9
Byron,Steine,62283848488,2.38,23,1,FEBRUARY,1976,0,9,1,7,3,3
Jamie,Persson,50395953017,1.95,23,28,JUNE,1976,0,3,9,1,9,4
Darien,Berglund,21343279931,1.99,23,16,NOVEMBER,1976,0,2,8,5,9,8
Stephan,Antonsen,72329452933,1.92,23,23,JULY,1976,0,4,6,1,8,5
Thaddeus,Nilssen,45486946022,1.90,23,31,MAY,1976,0,3,2,4,6,7
Colton,Enger,81729271107,2.38,23,9,OCTOBER,1976,0,3,6,5,3,1
Nolan,Ibrahim,79999378196,2.18,23,31,JULY,1976,0,6,1,8,7,8
Hugh,Nordby,31602224029,2.39,23,17,DECEMBER,1976,0,6,9,4,1,5
Nathaniel,Ofstad,71372232680,2.19,23,26,APRIL,1976,0,8,9,9,2,4
Bernardo,Odland,10843442292,1.83,23,2,DECEMBER,1976,0,4,5,3,5,8
Kaiden,Holtan,84266938104,1.82,23,17,MAY,1976,0,3,2,4,8,5
Leo,Rødland,37651371989,2.36,23,26,JULY,1976,0,2,6,5,8,2
Derek,Dahl,90856000623,1.86,23,27,APRIL,1976,0,6,1,4,2,2
Alfred,Engelsen,57091823974,2.20,23,26,APRIL,1976,0,7,2,9,5,4
Terrence,Øverås,36007291583,2.35,23,8,MARCH,1976,0,3,9,7,6,1
Preston,Valle,40948773369,1.82,23,8,MAY,1976,0,8,8,5,6,5
Cayden,Bratlie,12116009217,1.78,24,17,FEBRUARY,1975,0,8,9,4,5,1
Myles,Sivertsen,77043424007,1.61,24,10,DECEMBER,1975,0,6,4,2,2,6
Antoine,Lande,59209665781,2.06,24,18,MARCH,1975,0,8,7,1,5,5
Johnathan,Holtan,08728061914,1.75,24,30,MAY,1975,0,8,5,1,1,6
Kelvin,Sundal,40539904290,2.24,24,17,MARCH,1975,0,6,7,5,9,7
Zack,Svendsen,10593675508,1.74,24,17,AUGUST,1975,0,4,1,1,2,9
Bryson,Nyberg,54776701911,1.93,24,19,OCTOBER,1975,0,1,5,6,4,1
Silas,Abelsen,10488229415,1.72,24,2,DECEMBER,1975,0,1,5,6,9,8
Joseph,Fjell,10110984802,2.28,24,8,JUNE,1975,0,5,1,4,8,5
Riley,Melby,05898772283,1.69,24,3,NOVEMBER,1975,0,9,8,3,3,1
Jabari,Ruud,75984543542,1.68,24,10,JUNE,1975,0,9,4,8,8,7
Mauricio,Holden,41599331484,1.86,24,21,DECEMBER,1975,0,5,1,2,9,8
Chase,Aarnes,52053794968,2.09,24,16,DECEMBER,1975,0,7,8,8,4,5
Eduardo,Våge,97741402317,2.21,24,30,NOVEMBER,1975,0,3,2,6,7,2
Bryson,Eikrem,40063798377,2.12,24,30,JULY,1975,0,3,8,9,3,1
Korey,Hoel,74400918578,1.81,24,4,JANUARY,1975,0,7,3,3,2,9
Syed,Aase,66226224015,2.40,24,6,DECEMBER,1975,0,9,9,6,4,6
Joe,Klausen,70565997508,2.02,24,9,JUNE,1975,0,3,7,1,5,2
Stephen,Ingebretsen,93963419761,1.78,24,28,JULY,1975,0,6,7,5,9,6
Sonny,Myrvoll,76789319358,2.23,24,2,OCTOBER,1975,0,5,3,8,2,8
Hugo,Hals,73737806920,1.88,24,20,MAY,1975,0,6,7,7,9,3
Skylar,Edvardsen,91882615297,1.86,24,23,NOVEMBER,1975,0,2,2,2,1,2
Jadon,Adolfsen,62576176476,2.23,24,3,JANUARY,1975,0,2,3,6,6,8
Jace,Øye,53888339723,2.16,24,1,MARCH,1975,0,1,1,7,4,8
Nehemiah,Berglund,63737323763,2.37,24,21,NOVEMBER,1975,0,4,9,7,3,2
Korbin,Mathiassen,23075107717,1.76,24,19,JUNE,1975,0,7,6,4,4,8
Darryl,Lyngstad,46768242119,2.05,24,4,MAY,1975,0,5,1,8,6,8
Oliver,Sundt,55151775231,1.63,24,8,JULY,1975,0,1,4,8,7,7
Forrest,Bekkelund,67578060092,2.03,24,7,FEBRUARY,1975,0,5,4,2,1,9
Chad,Henningsen,18722880394,2.32,24,27,SEPTEMBER,1975,0,2,6,6,9,7
Jase,Sandøy,19929967238,1.64,24,15,APRIL,1975,0,7,8,7,9,4
Kale,Jansen,32894799796,2.29,24,11,JULY,1975,0,4,9,8,4,7
Eduardo,Huse,43617832979,2.37,24,12,OCTOBER,1975,0,7,7,6,6,9
Alfred,Kristoffersen,71491348418,2.15,24,10,DECEMBER,1975,0,9,6,1,5,6
Gian,Bergheim,91283379163,1.88,24,3,SEPTEMBER,1975,0,9,6,8,9,6
Jaiden,Bekken,87778982270,2.36,24,18,NOVEMBER,1975,0,5,7,4,5,9
Johnny,Iversen,38717898431,2.16,24,30,JULY,1975,0,7,6,6,7,1
Jay,Rønneberg,21197420490,2.35,24,7,OCTOBER,1975,0,7,1,5,4,9
Alexandro,Brustad,82571359117,2.03,24,2,JULY,1975,0,1,7,8,5,1
Jaren,Abelsen,32571244306,1.87,24,8,NOVEMBER,1975,0,4,5,1,4,1
James,Blindheim,44742839927,1.99,24,18,AUGUST,1975,0,8,6,8,5,5
Morgan,Bjørnstad,12932580100,2.26,24,18,MAY,1975,0,2,9,8,1,9
Ty,Tvedt,30452025890,2.02,24,3,FEBRUARY,1975,0,1,3,9,4,8
Braulio,Olsen,15027095458,2.26,24,7,FEBRUARY,1975,0,8,9,8,7,6
Dashawn,Rønningen,86911623216,1.96,24,29,OCTOBER,1975,0,9,6,6,4,4
Henry,Mathiassen,15800970065,2.04,25,7,JUNE,1974,0,8,9,1,5,4
Domenic,Eikeland,01891034614,2.18,25,29,MAY,1974,0,9,3,4,9,8
Jonathon,Tangen,90604352732,1.61,25,9,JANUARY,1974,0,7,1,8,1,3
Clifton,Alnes,37329186648,1.92,25,17,MAY,1974,0,2,4,6,7,1
Milo,Gjesdal,48863046725,2.17,25,9,MAY,1974,0,3,6,2,1,4
Dylon,Jonsson,60218562284,2.01,25,24,AUGUST,1974,0,7,4,7,3,4
Axel,Hussain,59331915617,1.95,25,6,NOVEMBER,1974,0,2,6,7,9,9
Jordan,Hansson,04989514810,2.18,25,17,FEBRUARY,1974,0,3,9,8,8,7
Gordon,Marthinussen,01199871912,2.12,25,1,OCTOBER,1974,0,2,6,8,2,6
Asa,Furuseth,29176700155,2.18,25,14,FEBRUARY,1974,0,1,7,9,2,2
Jakob,Høie,58775874154,1.97,25,27,MAY,1974,0,5,8,1,5,5
Elian,Søyland,95197582095,2.32,25,8,DECEMBER,1974,0,8,1,9,4,6
Moses,Bergum,67549302605,2.14,25,12,APRIL,1974,0,8,1,9,7,6
Aaron,Terjesen,40282724637,2.15,25,5,JANUARY,1974,0,8,5,5,5,2
Maximus,Smedsrud,17556462320,1.82,25,13,SEPTEMBER,1974,0,8,8,7,5,3
Jamel,Aasen,37764984712,2.25,25,26,JANUARY,1974,0,8,2,4,8,3
Gabriel,Røstad,97890681916,2.20,25,18,MARCH,1974,0,6,7,3,2,2
Keven,Holme,96198371207,1.89,25,2,DECEMBER,1974,0,5,3,7,4,8
